1.0,1.0,0.7589557,0.7589557,0.38793927,0.38793927,0.1345732,0.1345732,0.12754758,0.12754758,0.0,0.0,0.34183913,0.34183913,0.0,0.0,0.14377885,0.14377885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80409837,0.80409837,0.39516178,0.39516178
1.0,1.0,0.7589557,0.7589557,0.38793927,0.38793927,0.1345732,0.1345732,0.12754758,0.12754758,0.0,0.0,0.34183913,0.34183913,0.0,0.0,0.14377885,0.14377885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80409837,0.80409837,0.39516178,0.39516178
0.7794746,0.7794746,1.0,1.0,0.8091129,0.8091129,0.44215843,0.44215843,0.41364738,0.41364738,0.16381145,0.16381145,0.0,0.0,0.14196466,0.14196466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39325333,0.39325333,0.80323076,0.80323076
0.7794746,0.7794746,1.0,1.0,0.8091129,0.8091129,0.44215843,0.44215843,0.41364738,0.41364738,0.16381145,0.16381145,0.0,0.0,0.14196466,0.14196466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39325333,0.39325333,0.80323076,0.80323076
0.40997866,0.40997866,0.82024866,0.82024866,1.0,1.0,0.80685985,0.80685985,0.1484577,0.1484577,0.3866328,0.3866328,0.0,0.0,0.0,0.0,0.0,0.0,0.114619106,0.114619106,0.13698423,0.13698423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13649605,0.13649605,0.46607307,0.46607307
0.40997866,0.40997866,0.82024866,0.82024866,1.0,1.0,0.80685985,0.80685985,0.1484577,0.1484577,0.3866328,0.3866328,0.0,0.0,0.0,0.0,0.0,0.0,0.114619106,0.114619106,0.13698423,0.13698423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13649605,0.13649605,0.46607307,0.46607307
0.13263732,0.13263732,0.42723653,0.42723653,0.77248144,0.77248144,1.0,1.0,0.0,0.0,0.14035963,0.14035963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40222412,0.40222412,0.11512182,0.11512182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16128202,0.16128202
0.13263732,0.13263732,0.42723653,0.42723653,0.77248144,0.77248144,1.0,1.0,0.0,0.0,0.14035963,0.14035963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40222412,0.40222412,0.11512182,0.11512182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16128202,0.16128202
0.12321563,0.12321563,0.4058963,0.4058963,0.15849426,0.15849426,0.0,0.0,1.0,1.0,0.84840304,0.84840304,0.68798506,0.68798506,0.7910291,0.7910291,0.39381024,0.39381024,0.45577013,0.45577013,0.49334398,0.49334398,0.15938441,0.15938441,0.0,0.0,0.17226057,0.17226057,0.41252628,0.41252628,0.13230279,0.13230279,0.0,0.0,0.12877934,0.12877934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3780596,0.3780596,0.78816617,0.78816617
0.12321563,0.12321563,0.4058963,0.4058963,0.15849426,0.15849426,0.0,0.0,1.0,1.0,0.84840304,0.84840304,0.68798506,0.68798506,0.7910291,0.7910291,0.39381024,0.39381024,0.45577013,0.45577013,0.49334398,0.49334398,0.15938441,0.15938441,0.0,0.0,0.17226057,0.17226057,0.41252628,0.41252628,0.13230279,0.13230279,0.0,0.0,0.12877934,0.12877934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3780596,0.3780596,0.78816617,0.78816617
